fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_cvli;indicador_roubo_rua;indicador_roubo_veic;indicador_roubo_carga;registro_ocorrencias;fase
3301900;Itaboraí;2016;5;2016m5;Interior;10;0;0;1;11;6;63;7;10;29;11;1;22;6;91;49;0;0;15;0;2;0;10;207;21;17;5;4;4;83;134;0;2;0;22;44;5;38;2;35;70;18;12;0;58;10;1;0;0;0;10;155;22;6;745;3
3302007;Itaguaí;2016;5;2016m5;Baixada Fluminense;3;0;0;0;3;4;38;7;7;24;5;1;19;3;20;2;0;0;8;0;0;0;34;92;20;17;0;4;2;49;92;0;0;0;23;8;0;6;2;31;27;7;11;0;32;1;0;0;0;0;3;30;19;3;412;3
3302056;Italva;2016;5;2016m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2016;5;2016m5;Interior;0;0;0;0;0;1;3;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;2;3;1;0;0;0;13;17;0;0;0;1;14;6;6;2;2;10;2;0;1;15;0;0;0;0;0;0;2;0;0;86;3
3302205;Itaperuna;2016;5;2016m5;Interior;0;0;0;0;0;6;57;0;0;23;1;1;0;0;0;0;0;0;1;0;0;0;1;4;3;8;1;14;4;34;64;0;0;0;8;42;28;18;0;3;41;8;9;0;64;2;0;0;0;0;0;1;0;0;334;3
3302254;Itatiaia;2016;5;2016m5;Interior;0;0;0;0;0;1;10;2;0;2;2;0;0;0;3;1;0;0;0;0;0;0;3;9;0;1;0;4;1;18;24;0;0;0;3;21;16;5;0;4;11;1;4;2;24;0;0;0;0;0;0;4;0;0;125;3
3302270;Japeri;2016;5;2016m5;Baixada Fluminense;5;0;0;1;6;1;32;2;0;11;3;2;1;4;27;0;0;0;3;0;0;0;8;48;7;4;1;2;0;14;28;0;0;0;4;19;2;12;5;8;13;6;55;1;26;2;0;0;0;0;5;30;1;4;291;3
3302304;Laje do Muriaé;2016;5;2016m5;Interior;0;0;0;0;0;0;9;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;3;0;0;0;0;2;2;1;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;28;3
3302403;Macaé;2016;5;2016m5;Interior;8;0;0;1;9;3;54;6;0;43;9;2;17;2;109;3;0;0;19;0;2;1;25;189;12;25;2;30;1;119;189;0;0;0;49;42;3;31;8;10;59;13;11;0;52;2;0;0;0;0;8;131;17;2;823;3
3302452;Macuco;2016;5;2016m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302502;Magé;2016;5;2016m5;Baixada Fluminense;8;0;0;2;10;16;93;4;0;42;7;4;33;2;65;11;0;0;16;0;0;0;17;155;25;18;2;6;8;74;133;0;0;0;27;29;2;23;4;31;45;14;16;2;87;8;1;0;0;0;8;92;33;2;747;3
3302601;Mangaratiba;2016;5;2016m5;Interior;1;0;0;0;1;1;17;0;0;13;0;0;6;0;1;1;0;0;1;0;0;0;1;10;11;0;0;4;0;17;32;0;0;0;2;8;3;4;1;0;10;0;2;0;13;0;0;0;0;0;1;3;6;0;120;3
3302700;Maricá;2016;5;2016m5;Grande Niterói;3;0;0;0;3;5;54;1;4;43;2;1;16;1;43;1;0;0;10;0;0;0;0;74;31;20;3;11;0;81;146;0;0;0;30;13;3;8;2;17;16;3;10;0;62;4;1;1;0;0;3;54;16;1;594;3
3302809;Mendes;2016;5;2016m5;Interior;0;0;0;1;1;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;34;3
3302858;Mesquita;2016;5;2016m5;Baixada Fluminense;3;0;1;1;5;9;59;6;1;25;6;1;59;13;120;8;0;0;17;0;1;0;14;239;30;46;2;10;1;43;132;0;0;0;17;20;0;20;0;43;33;17;59;0;53;3;0;0;0;0;4;145;59;13;776;3
3302908;Miguel Pereira;2016;5;2016m5;Interior;2;0;0;0;2;0;28;0;0;21;0;0;0;0;1;0;0;0;0;0;0;0;2;1;5;8;0;14;0;27;56;0;0;0;3;10;6;3;1;1;9;0;15;0;21;2;1;0;0;0;2;1;0;0;203;3
3303005;Miracema;2016;5;2016m5;Interior;0;0;0;0;0;1;18;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;2;8;13;0;0;0;2;12;9;3;0;0;2;1;1;0;12;0;1;1;0;0;0;0;0;0;84;3
3303104;Natividade;2016;5;2016m5;Interior;0;0;0;0;0;1;21;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;6;10;0;2;0;0;10;8;3;0;1;7;0;0;0;8;0;0;0;0;0;0;0;0;0;75;3
3303203;Nilópolis;2016;5;2016m5;Baixada Fluminense;4;0;0;0;4;5;49;1;1;11;8;1;79;21;117;4;0;0;19;0;2;0;22;273;23;25;4;6;2;49;109;0;1;0;42;2;0;2;0;26;15;4;9;0;47;8;0;0;0;0;4;140;79;21;658;3
3303302;Niterói;2016;5;2016m5;Grande Niterói;11;0;0;10;21;5;183;11;5;133;30;5;128;5;297;43;0;0;47;0;1;0;64;619;75;125;23;62;18;295;599;0;16;1;135;51;6;42;3;104;106;23;95;6;138;7;1;0;0;0;11;387;128;5;2425;3
3303401;Nova Friburgo;2016;5;2016m5;Interior;1;0;0;0;1;2;80;2;2;20;4;0;0;1;6;0;0;0;0;0;1;0;2;14;7;7;1;12;3;61;91;0;1;1;20;26;6;18;2;2;41;13;18;1;98;0;0;0;0;0;1;6;0;1;523;3
3303500;Nova Iguaçu;2016;5;2016m5;Baixada Fluminense;31;0;4;0;35;18;217;32;4;155;40;1;240;42;587;38;0;0;126;0;6;0;83;1163;105;100;23;64;1;292;585;0;8;0;128;33;5;26;2;107;92;30;88;0;242;24;0;0;1;0;35;751;240;42;3228;3
3303609;Paracambi;2016;5;2016m5;Baixada Fluminense;0;0;0;0;0;4;21;0;1;6;1;0;3;2;4;0;0;0;2;0;0;0;6;18;2;2;2;4;3;11;24;0;2;0;2;15;5;8;2;1;15;2;17;0;21;2;0;0;0;0;0;6;3;2;156;3
3303708;Paraíba do Sul;2016;5;2016m5;Interior;0;0;0;0;0;0;13;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;8;12;0;0;0;1;10;8;2;0;1;7;0;3;0;13;0;1;0;0;0;0;0;0;0;78;3
3303807;Paraty;2016;5;2016m5;Interior;1;0;0;0;1;0;16;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;0;14;21;0;0;0;6;14;10;4;0;3;9;0;4;2;17;0;0;0;0;0;1;0;0;0;154;3
3303856;Paty do Alferes;2016;5;2016m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3303906;Petrópolis;2016;5;2016m5;Interior;3;1;1;0;5;2;101;5;2;29;0;1;2;1;5;2;0;0;0;0;0;0;14;25;19;17;7;8;0;105;156;0;0;0;28;55;21;29;5;11;49;9;45;3;117;5;0;0;0;0;5;7;2;1;760;3
3303955;Pinheiral;2016;5;2016m5;Interior;0;0;0;0;0;0;23;1;0;1;3;0;1;0;2;0;0;0;0;0;0;0;0;6;0;0;1;1;0;7;9;0;0;0;4;5;5;0;0;0;5;0;3;0;23;1;0;0;0;0;0;2;1;0;89;3
3304003;Piraí;2016;5;2016m5;Interior;0;0;0;0;0;0;13;4;1;4;0;0;2;2;0;0;0;0;1;0;0;0;3;8;0;1;0;1;0;17;19;0;0;0;1;9;3;6;0;3;9;1;10;0;9;1;0;0;0;0;0;1;2;2;97;3
3304102;Porciúncula;2016;5;2016m5;Interior;0;0;0;0;0;0;12;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;5;14;24;0;0;0;6;12;8;4;0;2;3;1;2;0;21;0;0;0;0;0;0;0;0;0;88;3
3304110;Porto Real;2016;5;2016m5;Interior;2;0;0;0;2;1;9;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;19;24;0;0;0;1;10;2;8;0;2;6;3;6;0;10;0;0;0;0;0;2;0;0;0;88;3
3304128;Quatis;2016;5;2016m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2016;5;2016m5;Baixada Fluminense;10;0;0;1;11;10;79;3;3;20;8;0;29;9;70;3;0;0;15;0;1;0;4;139;3;13;3;6;2;43;70;0;1;0;27;24;4;18;2;7;27;4;44;0;62;14;0;0;0;0;10;88;29;9;614;3
3304151;Quissamã;2016;5;2016m5;Interior;0;0;0;0;0;5;18;2;0;4;0;0;1;0;1;0;0;0;0;0;0;0;3;5;0;1;0;1;0;14;16;0;1;0;3;3;0;1;2;0;3;2;4;0;17;0;0;0;0;0;0;1;1;0;84;3
3304201;Resende;2016;5;2016m5;Interior;2;0;0;0;2;0;48;1;0;12;4;1;2;0;11;1;0;0;1;0;0;0;0;20;5;4;3;10;2;49;73;0;5;0;20;20;7;13;1;2;34;7;12;1;49;1;0;0;0;0;2;13;2;0;356;3
3304300;Rio Bonito;2016;5;2016m5;Interior;0;0;0;0;0;0;18;1;5;14;2;0;2;2;5;0;0;0;0;0;0;0;1;12;11;6;0;3;0;19;39;0;0;0;7;12;8;2;2;4;9;0;14;0;10;1;1;0;0;0;0;5;2;2;152;3
3304409;Rio Claro;2016;5;2016m5;Interior;0;0;0;0;0;0;5;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;5;7;0;0;0;0;3;2;1;0;0;3;1;0;0;8;0;0;0;0;0;0;0;0;0;40;3
3304508;Rio das Flores;2016;5;2016m5;Interior;0;0;0;0;0;0;2;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;1;28;3
3304524;Rio das Ostras;2016;5;2016m5;Interior;7;0;0;1;8;7;56;8;2;41;3;1;13;0;55;1;0;0;15;0;0;0;1;89;13;15;2;8;3;72;113;0;3;0;23;26;7;20;1;11;40;13;6;0;68;1;0;0;0;0;7;71;13;0;553;3
3304557;Rio de Janeiro;2016;5;2016m5;Capital;106;2;2;40;150;194;2000;115;42;1281;258;37;1598;336;3699;505;0;1;735;3;40;13;1127;8240;616;1336;666;792;93;3769;7384;0;64;4;1945;579;234;283;69;1177;1028;304;411;59;1799;230;14;0;3;1;110;4939;1598;336;30952;3
3304607;Santa Maria Madalena;2016;5;2016m5;Interior;0;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;2;3;0;0;0;1;2;0;1;1;0;3;0;1;0;1;0;0;0;0;0;0;0;1;0;23;3
3304706;Santo Antônio de Pádua;2016;5;2016m5;Interior;0;0;0;0;0;3;16;1;0;8;0;0;0;1;1;0;0;0;0;0;0;0;1;3;5;1;0;1;2;15;24;0;1;0;4;16;11;4;1;2;13;2;8;0;15;1;0;0;0;0;0;1;0;1;150;3
3304755;São Francisco de Itabapoana;2016;5;2016m5;Interior;3;0;0;0;3;0;14;1;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;2;4;1;0;0;0;15;20;0;0;0;0;3;1;0;2;1;4;0;1;0;12;0;0;0;0;0;3;1;0;0;87;3
3304805;São Fidélis;2016;5;2016m5;Interior;0;0;0;0;0;0;11;2;0;7;0;0;1;0;0;2;0;0;0;0;0;0;0;3;1;0;0;1;0;11;13;0;1;0;7;9;7;4;0;0;11;1;1;1;18;1;0;0;0;0;0;2;1;0;100;3
3304904;São Gonçalo;2016;5;2016m5;Grande Niterói;23;0;4;8;35;6;272;9;12;189;58;5;367;44;776;75;0;0;134;0;3;0;122;1584;141;97;17;40;3;271;569;0;4;0;120;103;19;77;9;218;164;74;44;0;241;25;4;1;0;0;27;985;367;44;3825;3
3305000;São João da Barra;2016;5;2016m5;Interior;1;0;0;0;1;0;16;3;0;5;2;1;1;0;1;0;0;0;1;0;0;0;0;6;3;0;3;0;1;24;31;0;0;0;5;5;4;1;0;2;2;0;0;0;16;0;0;0;0;0;1;2;1;0;109;3
3305109;São João de Meriti;2016;5;2016m5;Baixada Fluminense;11;0;2;6;19;8;143;14;4;63;19;2;207;77;311;67;0;0;80;0;4;0;47;815;38;48;9;15;0;94;203;0;2;0;73;27;2;26;1;123;84;23;27;0;116;21;0;0;0;0;13;458;207;77;1853;3
3305133;São José de Ubá;2016;5;2016m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2016;5;2016m5;Interior;0;0;0;0;0;0;13;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;3;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;43;3
3305208;São Pedro da Aldeia;2016;5;2016m5;Interior;5;0;0;0;5;2;21;2;1;17;0;1;5;1;8;0;0;0;1;0;1;0;5;22;9;6;1;4;1;48;69;0;1;0;9;19;14;4;1;4;14;2;5;0;17;1;0;0;0;0;5;9;5;1;242;3
3305307;São Sebastião do Alto;2016;5;2016m5;Interior;1;0;0;0;1;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;18;3
3305406;Sapucaia;2016;5;2016m5;Interior;0;0;0;0;0;0;5;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;12;12;0;1;0;0;19;13;6;0;3;12;0;4;0;11;0;0;0;0;0;0;0;0;2;77;3
3305505;Saquarema;2016;5;2016m5;Interior;3;0;0;0;3;1;36;3;0;16;2;0;4;0;8;0;0;0;0;0;0;0;2;16;8;2;1;4;0;43;58;0;0;0;8;10;10;0;0;10;4;3;6;0;25;4;1;0;0;0;3;8;4;0;230;3
3305554;Seropédica;2016;5;2016m5;Baixada Fluminense;1;0;0;0;1;4;18;0;0;10;2;0;8;11;11;0;0;0;1;0;1;0;11;45;6;1;0;4;1;19;31;0;0;0;6;16;4;11;1;15;26;12;45;1;11;1;0;1;0;0;1;12;8;11;263;3
3305604;Silva Jardim;2016;5;2016m5;Interior;2;0;0;0;2;1;12;0;2;5;0;0;3;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;9;11;0;0;0;2;1;1;0;0;2;4;0;2;0;10;1;1;0;0;0;2;0;3;1;61;3
3305703;Sumidouro;2016;5;2016m5;Interior;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;3
3305752;Tanguá;2016;5;2016m5;Interior;0;0;1;0;1;1;15;0;0;3;1;0;5;0;5;3;0;0;0;0;0;0;1;15;2;2;0;1;0;12;17;0;1;0;4;4;0;2;2;1;3;0;5;0;7;0;0;0;0;0;1;8;5;0;84;3
3305802;Teresópolis;2016;5;2016m5;Interior;0;0;0;0;0;2;72;13;4;25;2;0;1;0;6;0;0;0;0;0;0;1;0;10;7;24;2;7;2;66;108;0;3;0;35;37;23;18;0;1;60;10;19;0;83;7;1;0;0;0;0;6;1;0;611;3
3305901;Trajano de Moraes;2016;5;2016m5;Interior;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;1;1;1;0;0;1;0;0;3;0;6;0;0;0;0;0;0;0;0;0;30;3
3306008;Três Rios;2016;5;2016m5;Interior;0;0;0;0;0;1;56;6;1;21;1;1;2;0;5;1;0;0;4;0;0;0;1;15;1;6;0;3;3;38;51;0;1;0;10;61;41;20;0;1;35;1;51;1;65;3;0;0;0;0;0;10;2;0;420;3
3306107;Valença;2016;5;2016m5;Interior;0;0;0;0;0;4;29;2;0;7;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;1;10;13;0;0;0;6;26;14;11;1;1;14;2;9;0;28;1;0;0;0;0;0;1;1;0;159;3
3306156;Varre-Sai;2016;5;2016m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3306206;Vassouras;2016;5;2016m5;Interior;1;1;0;0;2;2;31;0;0;6;0;0;2;1;2;0;0;0;2;0;0;0;0;7;4;1;0;3;0;12;20;0;0;0;5;2;2;0;0;1;4;1;4;0;22;1;0;0;0;0;2;4;2;1;121;3
3306305;Volta Redonda;2016;5;2016m5;Interior;3;0;0;0;3;2;69;4;3;27;9;0;4;0;25;1;0;0;5;0;0;0;7;51;15;25;3;25;1;107;176;0;0;0;47;47;15;25;8;5;57;13;20;1;80;3;1;0;0;0;3;31;4;0;718;3
3300100;Angra dos Reis;2016;6;2016m6;Interior;6;0;0;0;6;5;61;3;1;22;2;1;7;0;28;5;0;0;4;0;0;0;12;57;15;6;0;5;1;57;86;0;0;0;11;25;6;15;4;21;33;9;12;0;43;3;0;0;0;0;6;37;7;0;450;3
3300159;Aperibé;2016;6;2016m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300209;Araruama;2016;6;2016m6;Interior;3;0;0;0;3;2;61;10;2;37;3;2;6;0;27;0;0;0;4;0;0;0;3;45;5;7;1;11;3;58;85;0;0;0;17;34;20;10;4;2;19;6;6;2;51;5;0;0;0;0;3;31;6;0;401;3
3300225;Areal;2016;6;2016m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300233;Armação dos Búzios;2016;6;2016m6;Interior;1;0;0;0;1;1;11;0;1;11;2;1;2;0;4;0;0;0;1;0;0;0;9;15;7;1;0;1;1;57;71;0;1;0;13;10;5;5;0;4;3;1;12;1;17;2;1;0;0;0;1;5;2;0;247;3
3300258;Arraial do Cabo;2016;6;2016m6;Interior;1;0;0;0;1;0;15;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;5;0;21;26;0;4;0;0;22;14;9;0;0;10;3;2;0;19;0;2;0;0;0;1;2;0;0;130;3
3300308;Barra do Piraí;2016;6;2016m6;Interior;0;0;0;0;0;2;25;2;0;14;1;2;1;0;2;0;0;0;0;0;0;0;0;6;1;0;0;4;1;17;23;0;1;0;7;25;8;13;4;3;19;4;9;1;36;3;0;0;0;0;0;2;1;0;212;3
3300407;Barra Mansa;2016;6;2016m6;Interior;0;0;0;0;0;3;45;3;1;10;5;0;0;2;11;5;0;0;3;0;0;0;4;30;18;9;0;17;1;61;106;0;1;0;15;19;5;12;3;7;31;6;12;0;70;1;0;0;0;0;0;19;0;2;417;3
3300456;Belford Roxo;2016;6;2016m6;Baixada Fluminense;22;0;0;6;28;9;111;7;1;31;9;1;81;33;216;26;0;0;36;0;2;0;24;428;32;11;5;8;2;59;117;0;1;0;25;20;1;19;1;79;50;17;48;2;95;11;2;0;0;0;22;278;81;33;1127;3
3300506;Bom Jardim;2016;6;2016m6;Interior;0;0;0;0;0;0;3;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;2;0;9;0;15;0;0;0;0;0;0;0;0;0;51;3
3300605;Bom Jesus do Itabapoana;2016;6;2016m6;Interior;0;0;0;0;0;0;16;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;14;21;0;0;0;2;4;3;1;0;1;1;2;7;0;23;0;0;0;0;0;0;0;0;0;114;3
3300704;Cabo Frio;2016;6;2016m6;Interior;6;0;0;1;7;10;51;10;1;29;6;0;10;3;30;5;0;0;2;0;0;0;5;61;14;7;0;10;2;81;114;0;1;0;46;86;11;76;4;13;91;39;13;2;73;3;1;0;0;0;6;37;10;3;637;3
3300803;Cachoeiras de Macacu;2016;6;2016m6;Interior;1;0;0;0;1;1;25;0;2;10;3;0;2;0;3;5;0;0;2;0;0;1;3;19;3;0;1;5;1;19;29;0;0;0;6;13;11;2;0;0;7;0;3;2;31;1;0;0;0;0;1;10;2;0;176;3
3300902;Cambuci;2016;6;2016m6;Interior;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;0;2;2;1;1;0;0;5;1;4;0;1;0;0;0;0;0;0;0;0;0;31;3
3300936;Carapebus;2016;6;2016m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2016;6;2016m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2016;6;2016m6;Interior;15;0;1;0;16;24;77;8;4;74;15;4;17;3;96;8;0;0;13;0;0;0;19;175;27;39;21;16;7;147;257;0;1;0;67;69;20;41;9;27;125;28;51;1;82;10;0;0;0;0;16;117;17;3;1158;3
3301108;Cantagalo;2016;6;2016m6;Interior;0;0;0;0;0;1;8;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;0;0;0;3;9;8;1;0;0;1;0;1;0;4;0;0;0;0;0;0;0;0;0;48;3
3301157;Cardoso Moreira;2016;6;2016m6;Interior;0;0;0;0;0;0;9;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;1;5;11;0;0;0;1;7;6;1;0;0;1;0;1;0;8;0;0;0;0;0;0;0;0;0;58;3
3301207;Carmo;2016;6;2016m6;Interior;0;0;0;0;0;0;13;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;12;14;0;0;0;2;2;1;0;1;0;3;0;2;0;12;0;1;0;0;0;0;0;0;0;76;3
3301306;Casimiro de Abreu;2016;6;2016m6;Interior;2;0;0;0;2;2;20;1;0;10;1;1;3;5;3;1;0;0;3;0;0;0;6;23;1;2;0;5;1;4;13;0;1;0;2;28;24;4;1;1;5;5;5;1;18;3;0;0;0;0;2;7;3;5;142;3
3301405;Conceição de Macabu;2016;6;2016m6;Interior;1;0;0;0;1;0;10;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;9;10;0;0;0;4;5;3;2;0;0;2;3;1;0;6;1;0;0;0;0;1;0;1;0;51;3
3301504;Cordeiro;2016;6;2016m6;Interior;1;0;0;0;1;0;6;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;0;4;9;0;0;0;5;5;4;1;0;3;3;0;3;0;8;0;0;0;0;0;1;0;0;0;74;3
3301603;Duas Barras;2016;6;2016m6;Interior;0;1;0;0;1;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;5;6;0;0;0;1;0;0;0;0;1;1;0;0;0;7;1;0;0;0;0;1;0;1;0;24;3
3301702;Duque de Caxias;2016;6;2016m6;Baixada Fluminense;32;0;2;12;46;38;197;29;8;122;23;13;250;97;559;156;0;0;93;0;3;0;85;1279;73;113;10;23;4;190;413;0;3;0;146;65;7;52;7;207;145;33;75;3;203;36;0;0;0;0;34;808;250;97;3345;3
3301801;Engenheiro Paulo de Frontin;2016;6;2016m6;Interior;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;2;10;6;3;1;0;3;0;1;0;9;3;2;0;0;0;0;0;0;0;44;3
3301850;Guapimirim;2016;6;2016m6;Baixada Fluminense;1;0;0;0;1;0;28;1;2;10;2;1;5;1;11;2;0;0;3;0;0;0;1;26;8;0;1;0;2;18;29;0;1;0;6;9;2;8;0;8;8;1;9;1;27;2;0;0;0;0;1;16;5;1;207;3
3301876;Iguaba Grande;2016;6;2016m6;Interior;0;0;0;0;0;0;4;2;0;3;0;0;1;0;8;1;0;0;1;0;0;0;0;11;2;1;0;3;1;17;24;0;0;0;1;4;3;1;0;2;2;1;1;0;13;0;0;0;0;0;0;10;1;0;88;3
3301900;Itaboraí;2016;6;2016m6;Interior;3;0;0;0;3;12;65;11;2;29;9;1;46;4;113;31;0;0;22;0;0;0;14;240;20;9;4;6;0;71;110;0;0;0;21;29;3;26;1;35;46;23;18;0;47;5;2;0;0;0;3;166;46;4;729;3
3302007;Itaguaí;2016;6;2016m6;Baixada Fluminense;5;0;0;0;5;2;34;5;1;18;6;3;26;2;47;5;0;0;11;0;0;0;40;140;22;6;1;6;0;50;85;0;0;0;22;8;3;6;0;34;17;6;16;0;33;5;0;0;0;0;5;63;26;2;474;3
3302056;Italva;2016;6;2016m6;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2016;6;2016m6;Interior;0;0;0;0;0;2;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;7;8;0;0;0;1;3;3;0;0;1;1;0;2;0;9;0;0;0;0;0;0;0;0;0;60;3
3302205;Itaperuna;2016;6;2016m6;Interior;0;0;0;0;0;6;57;2;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;5;2;34;48;0;0;0;10;27;17;11;0;3;23;2;10;0;46;0;0;0;0;0;0;0;0;0;273;3
